firstName,lastName,onLoan,height,weight,position,rosterCategory,playerCategories,jerseyNumber,Team,Games played,Minutes played,Starts,Subbed off,Clearances,Blocks,Interceptions,Success Rate - Tackles,Success Rate - Duels,Success Rate - Aerial Duels,Success Rate - Passes,Total passes,Successful passes,Passes per 90 mins,Success Rate - Long Passes,Pass Direction - Forward,Pass Direction - Left,Pass Direction - Right,Pass Direction - Back,Pass Accuracy - Opp. Half,Pass Accuracy - Own Half,Total open play crosses,Succ. crosses,Assists,Second assists,Key Passes,Total shots (excluding blocked shots),Shots on target,Goals scored,Conversion rate,Mins per goal,Left foot goals,Right foot goals,Headed goals,Other,Goals inside the box,Goals outside the box,Direct free kick goals,Fouls won,Fouls conceded,Yellow cards,Red cards,Success Rate - Saves,Clean sheets,Catches,Punches,Drops,Penalties saved
Erik,Hurtado,FALSE,178,79,Forward,Senior,,9,dc,2,112,0,0,0,0,0,100%,25%,50%,72.20%,18,13,14.5,-,16.70%,33.30%,22.20%,27.80%,75%,66.70%,1,1,0,0,0,3,1,0,0%,-,0,0,0,0,0,0,0,0,3,0,0,,,,,,
Steven,Birnbaum,FALSE,186,80,Defender,Senior,,15,dc,13,988,12,1,43,7,17,44.40%,71.40%,78.10%,80.70%,445,359,40.5,29.20%,36.90%,33.70%,22.70%,6.70%,68%,87.30%,0,0,0,0,6,7,2,1,14.30%,988,0,0,1,0,1,0,0,9,10,1,1,,,,,,
Aliyu,Ibrahim,FALSE,,,Forward,Senior,U22 Initiative,18,hou,11,692,10,9,1,0,1,50%,33.70%,35.30%,73.50%,136,100,17.7,50%,16.20%,23.50%,26.50%,33.80%,64.70%,84.90%,2,0,1,0,4,9,4,0,0%,-,0,0,0,0,0,0,0,3,14,0,0,,,,,,
Erik,Sviatchenko,FALSE,184,82,Defender,Senior,International,28,hou,7,481,6,3,22,6,4,33.30%,51.60%,61.50%,75.30%,219,165,41,41.10%,40.60%,40.60%,15.10%,3.70%,51.80%,89.70%,0,0,0,0,1,5,1,0,0%,-,0,0,0,0,0,0,0,3,6,4,0,,,,,,
Djevencio,van der Kust,TRUE,178,,Defender,Supplemental Slots 21-24,International,15,hou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine,Bassi,FALSE,173,72,Midfielder,Senior,,8,hou,17,"1,208",16,13,1,1,8,50%,43.80%,20%,87.90%,594,522,44.3,68.40%,22.10%,17.30%,38.00%,22.60%,82.40%,91.60%,17,7,0,3,21,19,10,8,42.10%,151,2,6,0,0,8,0,0,22,15,1,1,,,,,,
Charles,Auguste,TRUE,178,,Midfielder,Supplemental Slots 25-28,International,19,hou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iván,Franco,TRUE,171,66,Midfielder,,,7,hou,17,760,8,7,4,1,5,56.30%,43%,40.50%,72.20%,227,164,26.9,42.90%,25.60%,33.90%,15.90%,24.70%,65.40%,81.30%,6,1,1,0,11,14,9,1,7.10%,760,0,1,0,0,1,0,0,14,16,2,0,,,,,,
Nelson,Quiñónes,TRUE,175,,Forward,Senior,International,21,hou,15,592,7,7,1,0,8,78.60%,44.90%,37.50%,79.20%,106,84,16.1,54.50%,18.90%,18.90%,24.50%,37.70%,65.20%,90.60%,14,3,1,0,7,3,2,1,33.30%,592,0,1,0,0,1,0,0,17,13,2,1,,,,,,
Micael,dos Santos Silva,FALSE,190,82,Defender,Senior,International,31,hou,12,992,11,0,53,9,18,62.50%,62.70%,64.50%,83.20%,547,455,49.6,42.90%,42.00%,11.20%,36.90%,9.90%,68.20%,89.40%,2,0,0,0,1,7,1,1,14.30%,992,1,0,0,0,1,0,0,8,10,3,1,,,,,,
Mujeeb,Murana,FALSE,,,Defender,Supplemental Slots 29-30,Homegrown,24,hou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto,Avila,TRUE,173,70,Forward,Supplemental Slots 25-28,,14,hou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn,Raines,FALSE,173,63,Midfielder,Signed,Homegrown,35,hou,6,198,3,3,0,0,4,100%,46.40%,66.70%,85.10%,74,63,33.6,0%,17.60%,39.20%,17.60%,25.70%,75.60%,97%,0,0,0,0,1,2,0,0,0%,-,0,0,0,0,0,0,0,4,8,0,0,,,,,,
Sebastián,Ferreira,FALSE,181,70,Forward,Senior,InternationalDesignated Player,9,hou,10,283,2,2,0,0,0,40%,50%,44.40%,75%,92,69,29.3,0%,16.30%,19.60%,28.30%,35.90%,69.40%,90.50%,1,0,0,0,3,6,3,0,0%,-,0,0,0,0,0,0,0,6,3,0,0,,,,,,
Thorleifur,Úlfarsson,FALSE,,,Forward,Supplemental Slots 21-24,InternationalGeneration adidas,34,hou,14,353,1,1,1,0,2,100%,28.30%,25.90%,69.60%,69,48,17.6,50%,14.50%,21.70%,26.10%,37.70%,58.60%,78.90%,8,1,0,0,7,12,9,3,25%,117.7,1,1,1,0,3,0,0,4,5,0,0,,,,,,
Teenage,Hadebe,FALSE,180,74,Defender,Senior,Designated PlayerInternational,17,hou,8,720,8,0,34,19,10,66.70%,54.80%,57.90%,86.60%,409,354,51.1,43.30%,36.70%,25.90%,31.80%,5.60%,69.70%,92.70%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,4,5,0,0,,,,,,
Adalberto,Carrasquilla,TRUE,170,64,Midfielder,Senior,International,20,hou,15,"1,327",15,5,7,1,5,83.30%,39.80%,35%,75.70%,584,442,39.6,54%,34.40%,28.30%,22.10%,15.20%,67.90%,87.40%,28,12,2,1,24,15,5,1,6.70%,"1,327",1,0,0,0,1,0,0,26,27,4,0,,,,,,
Ethan,Bartlow,FALSE,183,77,Defender,Supplemental Slots 21-24,Generation adidas,4,hou,18,"1,480",16,0,74,12,7,66.70%,53.70%,50%,82.80%,860,712,52.3,46.60%,30.80%,40.50%,21.90%,6.90%,52.80%,93.50%,4,1,0,0,5,7,2,0,0%,-,0,0,0,0,0,0,0,8,8,3,0,,,,,,
Griffin,Dorsey,FALSE,182,72,Midfielder,Senior,Generation adidas,25,hou,9,258,2,0,9,0,7,100%,41.90%,50%,86%,121,104,42.2,50%,34.70%,33.90%,9.10%,22.30%,72.90%,91.50%,8,1,1,0,6,3,1,0,0%,-,0,0,0,0,0,0,0,4,9,2,0,,,,,,
Tate,Schmitt,FALSE,178,72,Defender,Supplemental Slots 21-24,Homegrown,22,hou,5,398,5,1,4,0,4,50%,47.10%,66.70%,81.30%,209,170,47.3,56%,24.90%,5.30%,48.80%,21.10%,72.10%,85.40%,16,4,0,0,6,3,2,1,33.30%,398,0,0,1,0,1,0,0,2,6,1,0,,,,,,
Brad,Smith,FALSE,178,70,Defender,Senior,,3,hou,6,115,0,0,2,0,1,0%,33.30%,50%,66.70%,42,28,32.9,66.70%,40.50%,2.40%,35.70%,21.40%,50%,76.20%,4,0,0,0,2,1,1,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Luís,Caicedo,FALSE,172,67,Midfielder,Senior,,27,hou,15,599,5,0,13,5,9,60%,45.90%,53.30%,83.90%,254,213,38.2,25%,26.80%,29.10%,29.10%,15.00%,78.40%,88.10%,0,0,0,0,0,1,0,0,0%,-,0,0,0,0,0,0,0,15,19,4,0,,,,,,
Corey,Baird,FALSE,178,73,Midfielder,Senior,Homegrown,11,hou,20,"1,405",17,9,9,0,8,77.80%,42.40%,17.90%,76.70%,399,306,25.6,31.30%,22.30%,23.60%,23.80%,30.30%,68%,88.70%,11,2,2,0,10,16,6,3,18.80%,468.3,2,1,0,0,3,0,0,20,11,2,0,,,,,,
Franco,Escobar,FALSE,171,72,Defender,Senior,,2,hou,16,"1,296",14,5,14,6,23,74.40%,55.70%,41.20%,82.80%,530,439,36.8,50%,30.80%,29.40%,18.90%,20.90%,77.70%,83.60%,19,3,0,1,3,5,4,1,20%,"1,296",0,1,0,0,0,1,0,13,14,5,0,,,,,,
José Artur,de Lima Junior,FALSE,181,68,Midfielder,Senior,,6,hou,20,"1,704",20,7,29,7,27,66.70%,53.80%,30%,88.80%,928,824,49,74.70%,28.10%,30.80%,27.30%,13.80%,83.60%,91.50%,7,1,0,0,5,4,0,0,0%,-,0,0,0,0,0,0,0,13,21,5,0,,,,,,
Andrew,Tarbell,FALSE,191,86,Goalkeeper,Senior,,13,hou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Steres,FALSE,183,78,Defender,Senior,,5,hou,16,"1,359",15,2,42,5,13,69.20%,58.70%,53.20%,82.70%,548,453,36.3,47.50%,41.20%,36.30%,12.80%,9.70%,71.40%,87.50%,10,2,2,0,4,5,1,1,20%,"1,359",1,0,0,0,1,0,0,4,10,1,0,,,,,,
Steve,Clark,FALSE,188,86,Goalkeeper,Senior,,12,hou,20,"1,800",20,0,13,,,,,,76.40%,588,449,29.4,41.30%,52.60%,27.60%,19.90%,0.00%,27.30%,90%,0,0,0,1,0,,,,,,,,,,,,,7,0,4,0,66.20%,7,14,7,3,0
Héctor,Herrera,FALSE,185,80,Midfielder,Senior,Designated PlayerInternational,16,hou,17,"1,456",16,1,8,11,12,62.50%,54.90%,43.90%,86.60%,"1,061",919,65.6,69.20%,29.30%,26.00%,29.40%,15.30%,76.30%,91.60%,27,6,5,2,35,27,14,3,11.10%,485.3,1,2,0,0,2,1,1,29,27,2,2,,,,,,
Stephen,Afrifa,FALSE,180,68,Forward,Supplemental Slots 25-28,,30,skc,2,5,0,0,1,0,0,-,0%,0%,100%,2,2,36,-,0.00%,50.00%,0.00%,50.00%,100%,-%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sebastian,Cruz,FALSE,170,68,Midfielder,,,98,skc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dany,Rosero,FALSE,187,87,Defender,Senior,,5,skc,14,"1,233",14,1,46,8,20,45.50%,61.30%,67.20%,88.60%,769,681,56.1,64.30%,32.00%,39.50%,22.80%,5.70%,76.30%,93.50%,0,0,0,0,2,13,5,1,7.70%,"1,233",0,0,1,0,1,0,0,14,15,5,0,,,,,,
Chris,Rindov,FALSE,188,86,Defender,Supplemental Slots 25-28,,82,skc,1,4,0,0,0,1,0,-,-,-,66.70%,9,6,202.5,0%,55.60%,0.00%,33.30%,11.10%,33.30%,83.30%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Danny,Flores,FALSE,173,68,Midfielder,,,31,skc,1,6,0,0,0,0,0,-,-,-,50%,2,1,30,100%,0.00%,50.00%,50.00%,0.00%,100%,0%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Tim,Leibold,FALSE,174,72,Defender,Senior,,14,skc,12,663,7,5,8,1,12,52.90%,50.70%,77.80%,88.70%,389,345,52.8,63.60%,32.40%,3.90%,40.10%,23.70%,81%,95.90%,19,7,2,1,15,5,2,0,0%,-,0,0,0,0,0,0,0,1,12,0,0,,,,,,
Nemanja,Radoja,FALSE,186,77,Midfielder,Senior,International,6,skc,14,989,12,3,4,1,12,72.20%,58.10%,46.20%,90.90%,552,502,50.2,82.10%,25.20%,28.30%,35.10%,11.40%,88.30%,93.50%,1,0,0,0,6,6,1,0,0%,-,0,0,0,0,0,0,0,11,10,2,0,,,,,,
Erik,Thommy,FALSE,175,72,Midfielder,Senior,International,26,skc,22,"1,691",20,14,7,6,16,65.60%,48.40%,43.80%,87.10%,796,693,42.4,77.90%,21.70%,22.50%,29.10%,26.60%,76%,91.30%,50,8,3,2,32,36,22,3,8.30%,563.7,1,2,0,0,2,1,0,36,23,6,0,,,,,,
William,Agada,FALSE,175,75,Forward,Senior,International,23,skc,8,577,6,2,1,2,2,66.70%,29.60%,25%,81.70%,120,98,18.7,40%,13.30%,23.30%,20.00%,43.30%,77.50%,90%,0,0,0,0,6,13,5,1,7.70%,577,1,0,0,0,1,0,0,6,11,1,0,,,,,,
Jake,Davis,FALSE,178,70,Midfielder,Supplemental Slots 25-28,Homegrown,17,skc,14,973,12,5,17,1,14,48.50%,49.50%,57.10%,83.90%,564,473,52.2,47.10%,40.20%,39.70%,5.00%,15.10%,75.80%,87.30%,33,6,0,0,3,4,1,0,0%,-,0,0,0,0,0,0,0,6,12,1,0,,,,,,
Marinos,Tzionis,FALSE,169,66,Forward,Senior,InternationalU22 Initiative,77,skc,15,566,5,2,4,2,2,52.90%,49.60%,23.10%,84.40%,211,178,33.6,25%,26.50%,28.00%,13.30%,32.20%,80.80%,83.70%,7,1,1,0,3,8,3,0,0%,-,0,0,0,0,0,0,0,17,9,0,0,,,,,,
Robert,Voloder,FALSE,185,79,Defender,Senior,InternationalU22 Initiative,4,skc,12,926,10,1,30,5,17,29.40%,54.40%,48.10%,83.10%,538,447,52.3,48%,30.50%,25.30%,31.80%,12.50%,69.70%,90.20%,7,0,0,1,0,1,0,0,0%,-,0,0,0,0,0,0,0,8,8,2,0,,,,,,
Logan,Ndenbe,FALSE,174,72,Defender,Senior,InternationalU22 Initiative,18,skc,10,641,8,4,10,1,11,50%,42.90%,50%,89.10%,384,342,53.9,52.60%,36.50%,2.90%,34.90%,25.80%,80.40%,92.10%,23,6,0,0,3,3,0,0,0%,-,0,0,0,0,0,0,0,6,8,2,0,,,,,,
Kayden,Pierre,FALSE,175,70,Defender,Supplemental Slots 29-30,Homegrown,24,skc,1,5,0,0,0,0,0,-,100%,-,100%,6,6,108,-,33.30%,0.00%,16.70%,50.00%,100%,100%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,2,0,0,0,,,,,,
Robert,Castellanos,FALSE,185,86,Defender,Senior,,19,skc,9,650,7,0,32,9,8,100%,55.20%,64.70%,83%,406,337,56.2,43.50%,30.00%,34.50%,29.60%,5.90%,57.50%,92.80%,0,0,0,0,1,3,1,1,33.30%,650,1,0,0,0,1,0,0,3,8,1,1,,,,,,
Rémi,Walter,FALSE,174,72,Midfielder,Senior,,54,skc,21,"1,814",20,1,17,6,27,84%,46%,53.10%,90.90%,931,846,46.2,75.80%,22.90%,35.40%,25.90%,15.80%,87.90%,91.70%,18,6,2,1,14,15,5,1,6.70%,"1,814",0,1,0,0,1,0,0,9,16,2,0,,,,,,
Gadi,Kinda,FALSE,173,65,Midfielder,Senior,Designated Player,10,skc,11,489,6,6,3,0,3,80%,55.30%,33.30%,86%,236,203,43.4,77.80%,35.20%,21.60%,28.00%,15.30%,76.20%,95.40%,10,1,3,0,14,9,3,2,22.20%,244.5,0,2,0,0,2,0,0,17,7,2,0,,,,,,
Felipe,Hernández,FALSE,173,66,Midfielder,Supplemental Slots 25-28,Homegrown,21,skc,11,316,2,2,1,0,4,58.30%,48.80%,33.30%,79.60%,98,78,27.9,44.40%,44.90%,13.30%,18.40%,23.50%,68.40%,83.90%,6,0,0,0,4,4,3,1,25%,316,0,1,0,0,1,0,0,5,5,0,0,,,,,,
Cam,Duke,FALSE,168,61,Midfielder,Supplemental Slots 25-28,Homegrown,28,skc,4,132,1,0,3,0,5,60%,50%,50%,78.90%,71,56,48.4,37.50%,45.10%,26.80%,7.00%,21.10%,68.20%,83.90%,4,0,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Andreu,Fontàs,FALSE,188,91,Defender,Senior,International,3,skc,17,"1,415",16,1,45,9,20,73.10%,64.30%,59.30%,90.30%,"1,159","1,047",73.7,65.90%,38.70%,16.60%,40.30%,4.40%,84.50%,93.60%,0,0,0,0,5,4,0,0,0%,-,0,0,0,0,0,0,0,7,8,2,1,,,,,,
Johnny,Russell,FALSE,178,79,Forward,Senior,Designated Player,7,skc,14,951,11,6,6,1,11,60%,57.70%,57.70%,76.10%,372,283,35.2,52.80%,27.70%,37.60%,9.70%,25.00%,64.80%,82.20%,12,1,1,0,20,12,8,2,16.70%,475.5,1,1,0,0,2,0,0,26,7,1,0,,,,,,
Kendall,McIntosh,FALSE,183,79,Goalkeeper,Supplemental Slots 21-24,,22,skc,11,921,10,0,7,,,,,,74%,277,205,27.1,36.80%,45.10%,33.90%,20.90%,0.00%,17.50%,90.70%,0,0,0,0,0,,,,,,,,,,,,,0,0,1,0,63.20%,1,5,4,0,0
Kortne,Ford,FALSE,188,84,Defender,Supplemental Slots 21-24,Homegrown,12,skc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dániel,Sallói,FALSE,185,70,Forward,Senior,Homegrown,20,skc,22,"1,933",22,4,7,4,10,84.60%,46.20%,34.50%,82.30%,654,538,30.5,63.60%,20.80%,9.60%,37.00%,32.60%,74.70%,82.90%,56,18,2,2,42,37,23,4,10.80%,483.3,0,4,0,0,3,1,0,27,15,3,0,,,,,,
Khiry,Shelton,FALSE,191,86,Forward,Senior,,11,skc,16,569,5,4,5,0,12,60%,44.60%,56%,82%,194,159,30.7,33.30%,34.50%,29.40%,10.30%,25.80%,76.60%,77.60%,14,1,0,0,8,3,2,1,33.30%,569,0,1,0,0,1,0,0,8,16,2,0,,,,,,
Roger,Espinoza,FALSE,180,84,Midfielder,Senior,,15,skc,16,648,7,6,5,0,6,50%,51.30%,60%,80.70%,352,284,48.9,63.60%,29.80%,28.70%,25.60%,15.90%,73.80%,86.70%,12,0,1,0,8,9,5,0,0%,-,0,0,0,0,0,0,0,9,11,2,0,,,,,,
Tim,Melia,FALSE,185,95,Goalkeeper,Senior,,29,skc,7,609,7,1,4,,,,,,62.40%,189,118,27.9,26.10%,55.00%,29.10%,15.90%,0.00%,18.10%,89.70%,0,0,0,0,0,,,,,,,,,,,,,2,1,0,0,71%,1,2,1,0,1
Graham,Zusi,FALSE,178,72,Defender,Senior,,8,skc,14,867,9,4,23,4,11,73.70%,62.50%,62.50%,78%,523,408,54.3,45.20%,47.20%,32.30%,5.70%,14.70%,63.60%,86.80%,44,7,1,0,12,6,2,0,0%,-,0,0,0,0,0,0,0,12,5,0,0,,,,,,
Alan,Pulido,FALSE,178,82,Forward,Senior,Designated Player,9,skc,17,"1,313",16,9,5,1,3,85.70%,38.20%,30.20%,84.20%,419,353,28.7,76.50%,15.30%,27.40%,25.10%,32.20%,81.70%,87.80%,4,1,1,2,18,29,18,8,27.60%,164.1,0,6,2,0,8,0,0,17,4,1,0,,,,,,
Mauricio,Cuevas,FALSE,170,54,Defender,Supplemental Slots 21-24,Homegrown,19,la,2,62,1,1,3,0,0,100%,50%,-,96.20%,26,25,37.7,50%,15.40%,42.30%,15.40%,26.90%,84.60%,100%,1,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Novak,Micovic,TRUE,190,77,Goalkeeper,,International,35,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián,Aude,FALSE,180,71,Defender,Senior,U22 InitiativeInternational,3,la,13,848,10,6,12,4,9,61.90%,55.80%,55.60%,83.40%,453,378,48.1,34.50%,36.60%,6.20%,41.30%,15.90%,74.60%,87.70%,15,3,0,0,3,4,0,0,0%,-,0,0,0,0,0,0,0,12,12,4,0,,,,,,
,Calegari,FALSE,170,70,Defender,Senior,InternationalU22 Initiative,2,la,16,"1,419",16,5,15,8,19,68.80%,60.70%,28.60%,88%,822,723,52.1,46.80%,31.80%,42.90%,10.50%,14.80%,81.50%,90.50%,26,6,1,1,20,7,3,0,0%,-,0,0,0,0,0,0,0,25,14,2,0,,,,,,
Gino,Vivi,FALSE,,,Forward,Supplemental Slots 31,International,30,la,3,80,1,1,0,0,3,-,55.60%,-,94.60%,37,35,41.6,-,2.70%,2.70%,48.60%,45.90%,76.20%,100%,2,0,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,2,1,0,0,,,,,,
Adrián,González,FALSE,168,63,Midfielder,,,45,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riqui,Puig,FALSE,169,56,Midfielder,Senior,InternationalDesignated Player,6,la,18,"1,620",18,0,1,1,9,76.90%,60.10%,0%,87%,"1,344","1,169",74.7,79.70%,27.20%,17.40%,42.60%,12.70%,81.40%,93.80%,10,1,2,2,35,31,17,1,3.20%,"1,620",0,1,0,0,1,0,0,36,11,7,0,,,,,,
Gastón,Brugman,FALSE,178,75,Midfielder,Senior,International,5,la,19,"1,627",18,3,21,5,30,64%,58.40%,52.90%,88.70%,"1,393","1,235",77.1,77.10%,34.20%,30.10%,27.40%,8.30%,84.50%,92.30%,8,1,1,0,21,16,7,1,6.30%,"1,627",0,1,0,0,1,0,0,26,28,2,0,,,,,,
Preston,Judd,FALSE,191,95,Forward,Supplemental Slots 25-28,,31,la,13,496,4,3,4,1,1,0%,53.30%,63.60%,65.60%,61,40,11.1,-,9.80%,21.30%,34.40%,34.40%,60%,76.50%,1,0,0,1,5,17,8,3,17.60%,165.3,0,2,1,0,3,0,0,10,7,1,0,,,,,,
Dejan,Joveljic,FALSE,181,75,Forward,Senior,InternationalU22 Initiative,9,la,17,938,12,9,2,2,2,80%,41.80%,44.10%,78.20%,243,190,23.3,66.70%,11.50%,23.90%,25.90%,38.70%,71.50%,90.70%,4,1,1,1,17,18,8,2,11.10%,469,1,1,0,0,2,0,0,15,12,2,0,,,,,,
Daniel,Aguirre,FALSE,170,75,Midfielder,Supplemental Slots 25-28,,37,la,14,347,2,2,2,1,3,0%,54.50%,50%,86.90%,175,152,45.4,75%,23.40%,26.90%,26.30%,23.40%,75.60%,93.50%,9,1,0,0,6,4,3,1,25%,347,0,1,0,0,1,0,0,7,2,2,0,,,,,,
Tyler,Boyd,FALSE,183,74,Forward,Senior,,11,la,19,"1,147",13,12,6,1,10,66.70%,39%,16.70%,83.10%,331,275,26,62.50%,19.60%,29.30%,21.80%,29.30%,71.60%,80.20%,51,13,0,0,21,22,10,2,9.10%,573.5,1,1,0,0,1,1,0,15,29,2,0,,,,,,
Jonathan,Bond,FALSE,196,85,Goalkeeper,Senior,,1,la,12,"1,014",12,1,20,,,,,,76.20%,315,240,28,40.70%,52.70%,27.90%,19.40%,0.00%,28.30%,85.90%,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,67.30%,2,6,10,0,0
Jalen,Neal,FALSE,185,75,Defender,Supplemental Slots 29-30,Homegrown,24,la,16,"1,290",14,4,57,12,22,76.90%,54.50%,53.80%,94.10%,866,815,60.4,57.40%,32.00%,35.60%,28.20%,4.30%,88.60%,95.40%,0,0,0,0,2,3,1,1,33.30%,"1,290",0,1,0,0,1,0,0,6,10,3,0,,,,,,
Marcus,Ferkranus,TRUE,183,84,Defender,Signed,Homegrown,28,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam,Saldaña,FALSE,173,66,Midfielder,Supplemental Slots 25-28,Homegrown,43,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan,Klinsmann,FALSE,194,89,Goalkeeper,Senior,,33,la,8,696,7,0,9,,,,,,75%,156,117,20.2,32.70%,64.70%,21.80%,13.50%,0.00%,28.60%,88.40%,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,59.40%,2,6,3,1,0
Jonathan,Pérez,FALSE,168,72,Midfielder,Supplemental Slots 29-30,Homegrown,56,la,1,7,0,0,0,0,1,-,-,-,83.30%,6,5,77.1,0%,16.70%,0.00%,66.70%,16.70%,100%,50%,1,1,0,0,1,1,1,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Efraín,Álvarez,FALSE,173,68,Midfielder,Senior,Homegrown,7,la,10,377,5,5,0,0,3,0%,13.90%,0%,86.50%,171,148,40.8,64.30%,21.60%,50.30%,6.40%,21.60%,71.90%,94.10%,8,2,0,1,8,5,2,0,0%,-,0,0,0,0,0,0,0,2,5,0,0,,,,,,
Kelvin,Leerdam,FALSE,178,79,Defender,Senior,,18,la,10,438,5,3,22,3,3,50%,61.10%,66.70%,88.80%,215,191,44.2,40%,37.20%,36.30%,13.00%,13.50%,85.50%,89.70%,4,2,1,0,4,1,1,1,100%,438,1,0,0,0,1,0,0,3,4,1,0,,,,,,
Raheem,Edwards,FALSE,173,68,Forward,Senior,,44,la,16,888,10,8,21,2,12,57.10%,61.10%,55.20%,86.50%,446,386,45.2,53.10%,27.40%,5.40%,47.10%,20.20%,74.60%,92%,26,5,0,1,10,7,5,1,14.30%,888,0,0,1,0,1,0,0,15,11,4,0,,,,,,
Chris,Mavinga,FALSE,183,81,Defender,Senior,International,17,la,10,495,5,2,17,5,8,50%,55%,62.50%,92.50%,307,284,55.8,35.30%,32.60%,20.80%,37.80%,8.80%,75.50%,95.70%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,2,1,0,0,,,,,,
Douglas,Costa,FALSE,172,70,Midfielder,Senior,InternationalDesignated Player,10,la,8,392,4,3,1,0,2,75%,50.80%,25%,84.30%,223,188,51.2,94.10%,21.50%,35.90%,24.20%,18.40%,71.20%,92%,9,1,4,0,14,4,1,0,0%,-,0,0,0,0,0,0,0,9,2,0,1,,,,,,
Memo,Rodríguez,FALSE,173,66,Midfielder,Senior,,20,la,11,654,9,8,1,3,2,53.80%,45.30%,14.30%,83.90%,249,209,34.3,50%,25.70%,13.30%,30.50%,30.50%,70.40%,89.30%,8,1,1,0,9,10,4,1,10%,654,0,1,0,0,0,1,0,9,9,2,0,,,,,,
Eriq,Zavaleta,FALSE,185,84,Defender,,,15,la,6,162,1,0,4,0,2,100%,37.50%,50%,86.20%,94,81,52.2,50%,24.50%,43.60%,24.50%,7.40%,54.50%,95.80%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,2,1,0,,,,,,
Oriol,Rosell Argerich,FALSE,183,70,Midfielder,Senior,,16,la,6,102,2,2,3,1,0,100%,21.40%,33.30%,88.50%,61,54,53.8,-,14.80%,42.60%,24.60%,18.00%,85.20%,88.60%,1,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,2,0,0,,,,,,
Javier,Hernández Balcázar,FALSE,175,73,Forward,Senior,InternationalDesignated Player,14,la,9,687,7,2,2,0,4,50%,48.40%,41.70%,80.90%,162,131,21.2,100%,18.50%,28.40%,28.40%,24.70%,76.20%,88.60%,4,1,1,0,12,20,10,1,5%,687,0,1,0,0,1,0,0,15,8,3,1,,,,,,
Martín,Cáceres,FALSE,180,77,Defender,Senior,International,22,la,15,"1,311",15,2,47,9,10,60%,45.80%,47.10%,90.70%,839,761,57.6,44.20%,32.70%,35.30%,28.60%,3.50%,82.60%,95.10%,0,0,0,0,1,4,3,2,50%,655.5,0,0,2,0,2,0,0,6,6,1,1,,,,,,
Mark,Delgado,FALSE,176,67,Midfielder,Senior,,8,la,19,"1,572",17,4,12,8,22,59.50%,49%,47.60%,88.10%,"1,006",886,57.6,64.60%,30.20%,33.50%,18.50%,17.80%,82.70%,90%,35,5,1,0,27,9,3,1,11.10%,"1,572",0,1,0,0,1,0,0,13,24,4,0,,,,,,
Carlos,Vela,FALSE,177,77,Forward,Senior,Designated Player,10,lafc,19,"1,113",12,9,5,0,1,33.30%,33%,27.30%,79.40%,442,351,35.7,52.50%,34.20%,35.70%,16.50%,13.60%,69.70%,91.30%,18,4,4,1,34,26,15,6,23.10%,185.5,6,0,0,0,6,0,0,13,14,0,0,,,,,,
Matheus Vinícius,Maia Costa de Almeida,FALSE,,,Forward,,,40,lafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
